,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
283,14000000,Orion Pictures,USA,Danny DeVito,Comedy,57915972,Throw Momma from the Train,PG-13,1987-12-11 00:00:00,88,6.2,Danny DeVito,28550,Stu Silver,1987,1,3.1368551428571427,310
287,3000000,Golan-Globus Productions,USA,Barbet Schroeder,Comedy,3221568,Barfly,R,1987-10-16 00:00:00,100,7.3,Mickey Rourke,15647,Charles Bukowski,1987,1,0.073856,10
288,6000000,Universal Pictures,USA,Phil Joanou,Comedy,3685862,Three O'Clock High,PG-13,1987-10-09 00:00:00,97,7.2,Casey Siemaszko,8970,Richard Christian Matheson,1987,0,-0.38568966666666665,-40
291,15000000,Amercent Films,USA,James Toback,Comedy,13290368,The Pick-up Artist,PG-13,1987-09-18 00:00:00,81,5.2,Molly Ringwald,5348,James Toback,1987,0,-0.11397546666666666,-10
292,16000000,Orion Pictures,USA,Woody Allen,Comedy,14792779,Radio Days,PG,1987-01-30 00:00:00,88,7.6,Mia Farrow,26467,Woody Allen,1987,0,-0.0754513125,-10
294,3000000,Emshell Producers,USA,John R. Cherry III,Comedy,23509382,Ernest Goes to Camp,PG,1987-05-22 00:00:00,92,5.5,Jim Varney,9526,John R. Cherry III,1987,1,6.8364606666666665,680
296,17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,R,1987-10-09 00:00:00,106,6.1,Tom Berenger,7854,Howard Franklin,1987,0,-0.3953794705882353,-40
298,29000000,Universal Pictures,UK,Richard Attenborough,Biography,5899797,Cry Freedom,PG,1987-11-06 00:00:00,157,7.5,Denzel Washington,10692,John Briley,1987,0,-0.796558724137931,-80
299,6000000,Fourth Protocol,UK,John Mackenzie,Thriller,12423831,The Fourth Protocol,R,1987-08-28 00:00:00,119,6.5,Michael Caine,7532,George Axelrod,1987,1,1.0706385,110
300,27000000,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346,Ironweed,R,1988-02-12 00:00:00,143,6.8,Jack Nicholson,6874,William Kennedy,1987,0,-0.7261723703703704,-70
308,5000000,Cannon Group,USA,J. Lee Thompson,Action,6880310,Death Wish 4: The Crackdown,R,1987-11-06 00:00:00,99,5.3,Charles Bronson,6770,Brian Garfield,1987,1,0.376062,40
309,18000000,Amercent Films,USA,Jonathan Kaplan,Comedy,18532286,Project X,PG,1987-04-17 00:00:00,108,6.1,Matthew Broderick,8879,Lawrence Lasker,1987,1,0.029571444444444445,0
312,4000000,Cannon Films,USA,Ruggero Deodato,Fantasy,800000,The Barbarians,R,1987-03-20 00:00:00,87,4.9,David Paul,2538,Alberto Piferi,1987,0,-0.8,-80
313,55000000,Columbia Pictures Corporation,USA,Elaine May,Action,14375181,Ishtar,PG-13,1987-05-15 00:00:00,107,4.2,Warren Beatty,9094,Elaine May,1987,0,-0.7386330727272727,-70
314,100000,Conquering Unicorn,USA,Robert Townsend,Comedy,5228617,Hollywood Shuffle,R,1987-03-20 00:00:00,78,7.0,Robert Townsend,3009,Robert Townsend,1987,1,51.28617,5130
323,22000000,Carolco Entertainment,USA,Walter Hill,Action,11307844,Extreme Prejudice,R,1987-04-24 00:00:00,96,6.6,Nick Nolte,4924,John Milius,1987,0,-0.4860070909090909,-50
324,350000,Cannon Group,USA,Sam Firstenberg,Action,4000000,American Ninja 2: The Confrontation,R,1987-05-01 00:00:00,90,4.8,Michael Dudikoff,6565,Gary Conway,1987,1,10.428571428571429,1040
325,4000000,Cinecom Entertainment Group,USA,John Sayles,Drama,1680358,Matewan,PG-13,1988-06-30 00:00:00,135,7.9,Chris Cooper,6198,John Sayles,1987,0,-0.5799105,-60
327,24000000,Columbia Pictures,USA,Paul Weiland,Action,4916871,Leonard Part 6,PG,1987-12-18 00:00:00,85,2.2,Bill Cosby,7387,Jonathan Reynolds,1987,0,-0.795130375,-80
328,5000000,Golan-Globus Productions,USA,Jerry Schatzberg,Crime,1119112,Street Smart,R,1987-03-20 00:00:00,97,6.4,Christopher Reeve,2096,David Freeman,1987,0,-0.7761776,-80
330,9000000,Gladden Entertainment,USA,Michael Cimino,Action,5406879,The Sicilian,R,1987-10-23 00:00:00,115,5.3,Christopher Lambert,3889,Mario Puzo,1987,0,-0.39923566666666666,-40
340,7000000,De Laurentiis Entertainment Group (DEG),USA,Bob Giraldi,Comedy,7019441,Hiding Out,PG-13,1987-11-06 00:00:00,98,6.4,Jon Cryer,2584,Joe Menosky,1987,1,0.0027772857142857143,0
342,10000000,Orion Pictures,USA,Harley Cokeliss,Action,3060858,Malone,R,1987-05-01 00:00:00,92,5.6,Burt Reynolds,1959,Christopher Frank,1987,0,-0.6939142,-70
345,6000000,"Samuel Goldwyn Company, The",UK,Mike Hodges,Action,1432687,A Prayer for the Dying,R,1987-09-11 00:00:00,107,6.4,Mickey Rourke,3731,Jack Higgins,1987,0,-0.7612188333333333,-80
352,5300000,Columbia Pictures,UK,Michael Radford,Crime,3107551,White Mischief,R,1988-05-06 00:00:00,107,6.3,Sarah Miles,2171,James Fox,1987,0,-0.4136696226415094,-40
353,10000000,Rollins-Joffe Productions,USA,Woody Allen,Drama,486434,September,PG,1987-12-18 00:00:00,83,6.7,Elaine Stritch,7620,Woody Allen,1987,0,-0.9513566,-100
355,3520000,Independent Film Centre,USA,Lance Hool,Action,562187,Steel Dawn,R,1988-03-31 00:00:00,100,5.0,Patrick Swayze,3860,Doug Lefler,1987,0,-0.8402877840909091,-80
356,1300000,Empire Pictures,USA,Renny Harlin,Crime,354704,Prison,R,1987-12-08 00:00:00,102,5.9,Lane Smith,3019,Irwin Yablans,1987,0,-0.7271507692307693,-70
357,25000000,Warner Bros.,USA,Martin Ritt,Drama,30950002,Nuts,R,1987-12-11 00:00:00,116,6.7,Barbra Streisand,4996,Tom Topor,1987,1,0.23800008,20
358,11000000,Bandai Films,USA,Barry Levinson,Comedy,25411386,Tin Men,R,1987-03-13 00:00:00,112,6.5,Richard Dreyfuss,6960,Barry Levinson,1987,1,1.310126,130
360,7500000,De Laurentiis Entertainment Group (DEG),USA,William Friedkin,Drama,796368,Rampage,R,1992-10-30 00:00:00,97,6.3,Michael Biehn,1625,William P. Wood,1987,0,-0.8938176,-90
370,3000000,Vista Organization,USA,Amy Holden Jones,Fantasy,9868521,Maid to Order,PG,1987-07-31 00:00:00,93,5.5,Ally Sheedy,2786,Amy Holden Jones,1987,1,2.289507,229
372,1000000,Commies From Mars Corporation,UK,Alex Cox,Action,210200,Straight to Hell,R,1987-06-26 00:00:00,100,5.8,Sy Richardson,1924,Alex Cox,1987,0,-0.7898,-80
376,100000,Silent Night Releasing Corporation,USA,Lee Harry,Horror,154323,"Silent Night, Deadly Night 2",R,1987-04-10 00:00:00,88,3.5,Eric Freeman,4329,Michael Hickey,1987,1,0.54323,50
378,8000000,De Laurentiis Entertainment Group (DEG),USA,Tom McLoughlin,Comedy,1988962,Date with an Angel,PG,1987-11-20 00:00:00,105,5.8,Phoebe Cates,2163,Tom McLoughlin,1987,0,-0.75137975,-80
379,5800000,In-Cine Compañía Industrial Cinematográfica,USA,Alex Cox,Biography,257043,Walker,R,1987-12-04 00:00:00,94,6.6,Ed Harris,2684,Rudy Wurlitzer,1987,0,-0.9556822413793103,-100
382,19000000,TriStar Pictures,USA,Roger Young,Action,2228951,The Squeeze,PG-13,1987-07-10 00:00:00,101,4.6,Michael Keaton,770,Daniel Taplitz,1987,0,-0.8826867894736842,-90
384,5000000,Golan-Globus Productions,USA,Peter R. Hunt,Action,6075793,Assassination,PG-13,1987-01-09 00:00:00,88,5.1,Charles Bronson,2255,Richard Sale,1987,1,0.2151586,20
385,75000,Titan Productions,USA,David DeCoteau,Horror,13133,Creepozoids,R,1987-10-02 00:00:00,72,3.5,Linnea Quigley,1447,Dave Eisenstark,1987,0,-0.8248933333333334,-80
387,12000000,TriStar Pictures,USA,Robert Benton,Comedy,5669831,Nadine,PG,1987-08-07 00:00:00,83,5.5,Jeff Bridges,3267,Robert Benton,1987,0,-0.5275140833333334,-50
393,1100000,Conquest Productions,USA,Jeff Burr,Action,1355728,From a Whisper to a Scream,R,1987-09-04 00:00:00,99,6.0,Vincent Price,1489,C. Courtney Joyner,1987,1,0.23248,20
397,5000000,Golan-Globus Productions,USA,Norman Mailer,Comedy,858250,Tough Guys Don't Dance,R,1987-09-18 00:00:00,110,4.8,Ryan O'Neal,1025,Norman Mailer,1987,0,-0.82835,-80
399,4000000,New World Entertainment Films,USA,Bill Condon,Drama,743445,"Sister, Sister",R,1988-02-09 00:00:00,91,5.5,Eric Stoltz,695,Bill Condon,1987,0,-0.81413875,-80
403,15000000,Cannon Group,USA,Jerry Belson,Comedy,5711976,Surrender,PG,1987-10-09 00:00:00,105,5.4,Sally Field,692,Jerry Belson,1987,0,-0.6192016,-60
411,14000000,Paramount Pictures,USA,Michael Apted,Comedy,20240502,Critical Condition,R,1987-01-16 00:00:00,100,5.2,Richard Pryor,2453,Denis Hamill,1987,1,0.4457501428571429,40
423,12000000,De Laurentiis Entertainment Group (DEG),USA,John D. Hancock,Drama,2325444,Weeds,R,1987-10-16 00:00:00,115,6.0,Nick Nolte,717,Dorothy Tristan,1987,0,-0.806213,-80
440,15000000,"Geffen Company, The",USA,Tim Burton,Comedy,73707461,Beetlejuice,PG,1988-03-30 00:00:00,92,7.5,Alec Baldwin,206997,Michael McDowell,1988,1,3.9138307333333335,390
441,39000000,Eddie Murphy Productions,USA,John Landis,Comedy,128152300,Coming to America,R,1988-06-29 00:00:00,116,7.0,Eddie Murphy,130485,Eddie Murphy,1988,1,2.2859564102564103,229
442,9000000,United Artists,USA,Tom Holland,Horror,33244684,Child's Play,R,1988-11-09 00:00:00,87,6.6,Catherine Hicks,67682,Don Mancini,1988,1,2.6938537777777776,270
443,28000000,Twentieth Century Fox Film Corporation,USA,John McTiernan,Action,83008852,Die Hard,R,1988-07-20 00:00:00,131,8.2,Bruce Willis,647000,Roderick Thorp,1988,1,1.9646018571428572,200
444,35000000,Metro-Goldwyn-Mayer (MGM),USA,Ron Howard,Action,57269863,Willow,PG,1988-05-20 00:00:00,126,7.3,Val Kilmer,86056,George Lucas,1988,1,0.6362818,60
445,3000000,New World Pictures,USA,Michael Lehmann,Comedy,1108462,Heathers,R,1989-03-31 00:00:00,103,7.3,Winona Ryder,67238,Daniel Waters,1988,0,-0.6305126666666667,-60
446,25000000,United Artists,USA,Barry Levinson,Drama,172825435,Rain Man,R,1988-12-16 00:00:00,133,8.0,Dustin Hoffman,408473,Barry Morrow,1988,1,5.9130174,590
447,4000000,Alive Films,USA,John Carpenter,Action,13008928,They Live,R,1988-11-04 00:00:00,94,7.3,Roddy Piper,83379,Ray Nelson,1988,1,2.252232,229
448,70000000,Touchstone Pictures,USA,Robert Zemeckis,Animation,156452370,Who Framed Roger Rabbit,PG,1988-06-22 00:00:00,104,7.7,Bob Hoskins,153513,Gary K. Wolf,1988,1,1.2350338571428572,120
450,18000000,American Entertainment Partners II L.P.,USA,Penny Marshall,Comedy,114968774,Big,PG,1988-06-03 00:00:00,104,7.3,Tom Hanks,164257,Gary Ross,1988,1,5.387154111111111,540
451,20000000,Touchstone Pictures,USA,Roger Donaldson,Comedy,78222753,Cocktail,R,1988-07-29 00:00:00,104,5.8,Tom Cruise,65825,Heywood Gould,1988,1,2.91113765,290
452,5000000,Cristaldifilm,Italy,Giuseppe Tornatore,Drama,11990401,Cinema Paradiso,R,1990-02-23 00:00:00,155,8.5,Philippe Noiret,171600,Giuseppe Tornatore,1988,1,1.3980802,140
453,19000000,TriStar Pictures,USA,Chuck Russell,Horror,8247943,The Blob,R,1988-08-05 00:00:00,95,6.4,Shawnee Smith,24931,Theodore Simonson,1988,0,-0.5658977368421053,-60
454,3500000,De Laurentiis Entertainment Group (DEG),USA,Stan Winston,Fantasy,4385516,Pumpkinhead,R,1989-01-13 00:00:00,86,6.2,Lance Henriksen,15572,Ed Justin,1988,1,0.2530045714285714,30
455,7500000,Metro-Goldwyn-Mayer (MGM),UK,Charles Crichton,Comedy,63493712,A Fish Called Wanda,R,1988-08-05 00:00:00,108,7.6,John Cleese,114144,John Cleese,1988,1,7.465828266666667,750
456,2000000,Sarlui / Diamant,USA,Stephen Chiodo,Comedy,15625095,Killer Klowns from Outer Space,PG-13,1988-05-27 00:00:00,88,6.1,Grant Cramer,25440,Charles Chiodo,1988,1,6.8125475,680
457,30000000,Universal Pictures,USA,Martin Brest,Action,38413606,Midnight Run,R,1988-07-20 00:00:00,126,7.6,Robert De Niro,58318,George Gallo,1988,1,0.28045353333333334,30
458,3000000,Film Futures,UK,Tony Randel,Horror,11090735,Hellbound: Hellraiser II,R,1988-12-23 00:00:00,97,6.5,Doug Bradley,33241,Clive Barker,1988,1,2.696911666666667,270
459,15000000,Orion Pictures,USA,Alan Parker,Crime,34603943,Mississippi Burning,R,1989-01-27 00:00:00,128,7.8,Gene Hackman,70539,Chris Gerolmo,1988,1,1.3069295333333333,130
460,12000000,Paramount Pictures,USA,David Zucker,Comedy,78041829,The Naked Gun: From the Files of Police Squad!,PG-13,1988-12-02 00:00:00,85,7.6,Leslie Nielsen,124515,Jerry Zucker,1988,1,5.50348575,550
461,1100000,Cannon International,USA,Newt Arnold,Action,11806119,Bloodsport,R,1988-04-29 00:00:00,92,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988,1,9.732835454545455,969
462,28000000,Twentieth Century Fox Film Corporation,USA,Mike Nichols,Comedy,64000000,Working Girl,R,1988-12-21 00:00:00,113,6.7,Melanie Griffith,44277,Kevin Wade,1988,1,1.2857142857142858,130
463,14000000,Paramount Pictures,Australia,John Cornell,Action,109305000,Crocodile Dundee II,PG,1988-05-25 00:00:00,108,5.5,Paul Hogan,46738,Paul Hogan,1988,1,6.8075,680
464,12500000,Universal Pictures,USA,Don Bluth,Animation,48092846,The Land Before Time,G,1988-11-18 00:00:00,69,7.4,Pat Hingle,66623,Stu Krieger,1988,1,2.84742768,280
465,15000000,Universal Pictures,USA,Ivan Reitman,Comedy,111936400,Twins,PG,1988-12-09 00:00:00,107,6.0,Arnold Schwarzenegger,94295,William Davies,1988,1,6.4624266666666665,650
466,14000000,Lorimar Film Entertainment,USA,Stephen Frears,Drama,34700000,Dangerous Liaisons,R,1989-02-24 00:00:00,119,7.7,Glenn Close,55823,Christopher Hampton,1988,1,1.4785714285714286,150
467,17000000,The Saul Zaentz Company,USA,Philip Kaufman,Drama,10006806,The Unbearable Lightness of Being,R,1988-02-05 00:00:00,171,7.4,Daniel Day-Lewis,28868,Milan Kundera,1988,0,-0.41136435294117646,-40
470,5000000,Trancas International Films,USA,Dwight H. Little,Horror,17768757,Halloween 4: The Return of Michael Myers,R,1988-10-21 00:00:00,88,5.9,Donald Pleasence,32498,Dhani Lipsius,1988,1,2.5537514,260
471,13000000,Morgan Creek Productions,USA,Christopher Cain,Action,45661556,Young Guns,R,1988-08-12 00:00:00,107,6.8,Emilio Estevez,45768,John Fusco,1988,1,2.5124273846153846,250
472,29000000,Carolco Pictures,USA,Walter Hill,Action,34994648,Red Heat,R,1988-06-17 00:00:00,104,6.0,Arnold Schwarzenegger,53769,Walter Hill,1988,1,0.206712,20
473,6000000,Night Life Inc.,USA,Donald Petrie,Comedy,12793213,Mystic Pizza,R,1988-10-21 00:00:00,104,6.2,Annabeth Gish,20071,Amy Holden Jones,1988,1,1.1322021666666666,110
474,63000000,Carolco Pictures,USA,Peter MacDonald,Action,53715611,Rambo III,R,1988-05-25 00:00:00,102,5.7,Sylvester Stallone,99555,David Morrell,1988,0,-0.14737125396825396,-10
475,6000000,Paramount Pictures,Canada,Jonathan Kaplan,Drama,32069318,Acusados,R,1988-10-14 00:00:00,111,7.1,Kelly McGillis,26126,Tom Topor,1988,1,4.344886333333333,430
476,7000000,Universal Pictures,Canada,Martin Scorsese,Drama,7630564,The Last Temptation of Christ,R,2004-03-12 00:00:00,164,7.6,Willem Dafoe,42782,Nikos Kazantzakis,1988,1,0.09008057142857143,10
477,2000000,New Line Cinema,USA,John Waters,Comedy,6671108,Hairspray,PG,1988-02-26 00:00:00,92,7.0,Sonny Bono,17169,John Waters,1988,1,2.335554,229
479,13000000,New Line Cinema,USA,Renny Harlin,Horror,49369899,A Nightmare on Elm Street 4: The Dream Master,R,1988-08-19 00:00:00,93,5.7,Robert Englund,39701,Wes Craven,1988,1,2.7976845384615383,280
481,24000000,Hughes Entertainment,USA,Howard Deutch,Comedy,41455230,The Great Outdoors,PG,1988-06-17 00:00:00,91,6.6,Dan Aykroyd,31340,John Hughes,1988,1,0.72730125,70
483,7000000,The Mount Company,USA,Ron Shelton,Comedy,50888729,Bull Durham,R,1988-06-15 00:00:00,108,7.1,Kevin Costner,39369,Ron Shelton,1988,1,6.269818428571429,630
484,7500000,Warner Bros.,USA,Andrew Davis,Action,18869631,Above the Law,R,1988-04-22 00:00:00,99,6.0,Steven Seagal,24061,Andrew Davis,1988,1,1.5159508,150
485,10000000,De Laurentiis Entertainment Group (DEG),UK,Julien Temple,Comedy,3916303,Earth Girls Are Easy,PG,1989-05-12 00:00:00,100,5.2,Geena Davis,17315,Julie Brown,1988,0,-0.6083697,-60
486,31000000,Walt Disney Feature Animation,USA,George Scribner,Animation,74151346,Oliver & Company,G,1988-11-18 00:00:00,74,6.7,Joey Lawrence,35531,Jim Cox,1988,1,1.3919789032258065,140
487,31000000,Warner Bros.,USA,Buddy Van Horn,Action,37903295,The Dead Pool,R,1988-07-13 00:00:00,91,6.3,Clint Eastwood,33312,Harry Julian Fink,1988,1,0.22268693548387097,20
488,7500000,NBC Productions,USA,James Signorelli,Comedy,5596267,Elvira: Mistress of the Dark,PG-13,1988-09-30 00:00:00,96,6.4,Cassandra Peterson,9751,Sam Egan,1988,0,-0.25383106666666666,-30
489,32000000,Paramount Pictures,USA,Richard Donner,Comedy,60328558,Scrooged,PG-13,1988-11-23 00:00:00,101,7.0,Bill Murray,68098,Mitch Glazer,1988,1,0.8852674375,90
490,23000000,Cinema City Films,USA,Robert Towne,Crime,41292551,Tequila Sunrise,R,1988-12-02 00:00:00,115,6.0,Mel Gibson,24708,Robert Towne,1988,1,0.7953283043478261,80
491,20000000,Warner Bros.,USA,Roman Polanski,Crime,17637950,Frantic,R,1988-02-26 00:00:00,120,6.9,Harrison Ford,41608,Roman Polanski,1988,0,-0.1181025,-10
492,2800000,Paramount Pictures,USA,John Carl Buechler,Horror,19170001,Friday the 13th Part VII: The New Blood,R,1988-05-13 00:00:00,88,5.3,Jennifer Banko,23959,Daryl Haney,1988,1,5.846428928571428,580
493,8000000,Twentieth Century Fox Film Corporation,USA,Greg Beeman,Comedy,22433275,License to Drive,PG-13,1988-07-06 00:00:00,88,6.3,Corey Haim,14929,Neil Tolkin,1988,1,1.804159375,180
494,46630000,Prominent Features,UK,Terry Gilliam,Adventure,8083123,The Adventures of Baron Munchausen,PG,1989-03-10 00:00:00,126,7.2,John Neville,43852,Charles McKeown,1988,0,-0.826654021016513,-80
495,13000000,Morgan Creek Productions,Canada,David Cronenberg,Drama,9134733,Dead Ringers,R,1988-09-23 00:00:00,116,7.3,Jeremy Irons,32130,David Cronenberg,1988,0,-0.29732823076923076,-30
496,10500000,Metro-Goldwyn-Mayer (MGM),USA,Gary Sherman,Horror,14114488,Poltergeist III,PG-13,1988-06-10 00:00:00,98,4.6,Heather O'Rourke,14165,Gary Sherman,1988,1,0.34423695238095237,30
497,7500000,Vista Organization,USA,Tommy Lee Wallace,Comedy,2983784,Fright Night Part 2,R,1989-05-19 00:00:00,104,5.9,William Ragsdale,9005,Tom Holland,1988,0,-0.6021621333333333,-60
498,3000000,Front Films,USA,Keenen Ivory Wayans,Action,13030057,I'm Gonna Git You Sucka,R,1989-02-23 00:00:00,88,6.6,Keenen Ivory Wayans,10455,Keenen Ivory Wayans,1988,1,3.3433523333333333,330
499,22000000,Zacharias-Buhai Productions,USA,Bud S. Smith,Comedy,17550399,Johnny Be Good,R,1988-03-25 00:00:00,91,4.5,Anthony Michael Hall,5006,Steve Zacharias,1988,0,-0.2022545909090909,-20
500,1100000,Shapiro-Glickenhaus Entertainment,USA,William Lustig,Action,671382,Maniac Cop,R,1988-05-13 00:00:00,85,6.0,Tom Atkins,10850,Larry Cohen,1988,0,-0.38965272727272726,-40
501,10000000,Orion Pictures,USA,Jonathan Demme,Comedy,21486757,Married to the Mob,R,1988-08-19 00:00:00,104,6.1,Michelle Pfeiffer,13416,Barry Strugatz,1988,1,1.1486757,110
502,6000000,Orion Pictures,USA,Dennis Hopper,Action,46616067,Colors,R,1988-04-29 00:00:00,120,6.7,Sean Penn,20490,Michael Schiffer,1988,1,6.7693445,680
503,17000000,Vision PDG,Ireland,Neil Jordan,Comedy,8578231,El Hotel de los Fantasmas,PG-13,1988-11-18 00:00:00,99,5.7,Peter O'Toole,6979,Neil Jordan,1988,0,-0.49539817647058826,-50
504,3000000,Double Play,USA,Sidney Lumet,Crime,2835116,Running on Empty,PG-13,1988-09-09 00:00:00,116,7.7,River Phoenix,11312,Naomi Foner,1988,0,-0.054961333333333334,-10
505,1200000,Blue Rider Pictures,USA,Kevin Tenney,Comedy,3109904,Night of the Demons,R,1988-10-14 00:00:00,90,6.3,Cathy Podewell,9897,Joe Augustyn,1988,1,1.5915866666666667,160
506,13000000,Mac and Me Joint Venture,USA,Stewart Raffill,Adventure,6424112,Mac and Me,PG,1988-08-12 00:00:00,95,3.4,Christine Ebersole,8043,Stewart Raffill,1988,0,-0.5058375384615384,-50
507,4500000,New Line Cinema,USA,Mick Garris,Comedy,3813293,Critters 2,PG-13,1988-04-29 00:00:00,86,5.3,Scott Grimes,11122,David Twohy,1988,0,-0.15260155555555555,-20
508,20000000,Weintraub Entertainment Group,USA,Richard Benjamin,Comedy,13854000,My Stepmother Is an Alien,PG-13,1988-12-09 00:00:00,105,5.2,Dan Aykroyd,22281,Jerico,1988,0,-0.3073,-30
509,6200000,Lorimar Film Entertainment,USA,Ken Wiederhorn,Comedy,9205924,Return of the Living Dead II,R,1988-01-15 00:00:00,89,5.8,James Karen,14998,Ken Wiederhorn,1988,1,0.4848264516129032,50
511,22000000,Universal Pictures,USA,Michael Apted,Biography,24720479,Gorillas in the Mist,PG-13,1988-10-07 00:00:00,129,7.0,Sigourney Weaver,20378,Harold T.P. Hayes,1988,1,0.12365813636363636,10
512,2000000,Magellan Pictures,USA,Robert Bierman,Comedy,725131,Vampire's Kiss,R,1989-06-02 00:00:00,103,5.9,Nicolas Cage,10474,Joseph Minion,1988,0,-0.6374345,-60
515,2500000,White Lair,UK,Ken Russell,Comedy,1189315,The Lair of the White Worm,R,1988-10-21 00:00:00,93,5.9,Amanda Donohoe,7908,Ken Russell,1988,0,-0.524274,-50
517,7000000,Universal Pictures,USA,Wes Craven,Fantasy,19595031,The Serpent and the Rainbow,R,1988-02-05 00:00:00,98,6.5,Bill Pullman,18528,Wade Davis,1988,1,1.7992901428571428,180
518,5000000,Columbia Pictures Corporation,Sweden,Ken Annakin,Family,3569939,Las travesuras de una pelirojja,G,1988-07-29 00:00:00,100,5.9,Tami Erin,3474,Astrid Lindgren,1988,0,-0.2860122,-30
519,6000000,Orion Pictures,USA,John Sayles,Drama,5680515,Eight Men Out,PG,1988-09-02 00:00:00,119,7.3,John Cusack,15946,Eliot Asinof,1988,0,-0.0532475,-10
520,4700000,New Sky Communications Inc.,USA,Frank LaLoggia,Fantasy,1705139,Lady in White,PG-13,1988-04-22 00:00:00,113,6.7,Lukas Haas,5135,Frank LaLoggia,1988,0,-0.6372044680851063,-60
521,700000,Laurenfilm,Spain,Pedro Almodóvar,Comedy,7179298,Women on the Verge of a Nervous Breakdown,R,1988-11-11 00:00:00,88,7.6,Carmen Maura,27755,Pedro Almodóvar,1988,1,9.25614,930
523,3000000,Spacegate Productions,USA,Don Coscarelli,Action,7282851,Phantasm II,R,1988-07-08 00:00:00,97,6.5,James Le Gros,10789,Don Coscarelli,1988,1,1.427617,140
524,25000000,United Artists,Japan,James Bridges,Drama,16118077,Luces de una gran ciudad,R,1988-04-01 00:00:00,107,5.6,Michael J. Fox,6165,Jay McInerney,1988,0,-0.35527692,-40
527,7000000,Orion Pictures,USA,George A. Romero,Drama,5344577,Monkey Shines,R,1988-07-29 00:00:00,113,6.2,Jason Beghe,8595,Michael Stewart,1988,0,-0.236489,-20
528,19000000,Cornelius Productions,USA,George Roy Hill,Comedy,25537221,Funny Farm,PG,1988-06-03 00:00:00,101,6.1,Chevy Chase,16321,Jay Cronley,1988,1,0.34406426315789473,30
